caregiver_id,caregiver_tenure_months,scheduled_duration_min,actual_duration_min,duration_deviation_min,arrival_deviation_min,tasks_assigned,tasks_completed,task_completion_rate,has_signature,entry_method,gps_mismatch_km,day_of_week,is_weekend,needs_manual_review
42,33,30,31.0,1.0,-5.0,3,1,0.333,1,mobile_app,0.05,1,0,0
80,2,60,71.0,11.0,-15.0,3,2,0.667,1,mobile_app,0.12,4,0,1
118,33,60,61.0,1.0,-3.0,4,3,0.75,1,mobile_app,0.04,5,1,0
101,43,90,98.0,8.0,-6.0,5,4,0.8,1,paper,0.0,1,0,0
23,22,90,68.0,-22.0,17.0,4,3,0.75,1,mobile_app,0.53,6,1,0
3,33,60,53.0,-7.0,3.0,6,5,0.833,1,mobile_app,0.35,0,0,0
7,17,60,76.0,16.0,-1.0,4,3,0.75,1,mobile_app,0.77,6,1,0
72,16,30,40.0,10.0,16.0,6,3,0.5,1,mobile_app,0.41,2,0,0
19,8,60,67.0,7.0,-14.0,6,4,0.667,1,mobile_app,0.51,4,0,0
28,20,90,103.0,13.0,-1.0,4,3,0.75,1,mobile_app,0.21,1,0,0
102,48,90,81.0,-9.0,8.0,5,4,0.8,1,mobile_app,0.68,4,0,0
105,56,90,93.0,3.0,-0.0,4,3,0.75,1,mobile_app,0.08,4,0,0
101,38,30,37.0,7.0,14.0,6,5,0.833,1,paper,0.0,3,0,0
31,37,60,55.0,-5.0,5.0,5,4,0.8,1,mobile_app,0.64,5,1,0
75,37,60,78.0,18.0,8.0,3,2,0.667,1,mobile_app,0.46,6,1,1
74,29,120,122.0,2.0,10.0,3,2,0.667,1,paper,0.0,1,0,1
23,25,90,69.0,-21.0,0.0,6,5,0.833,1,mobile_app,0.71,5,1,0
67,37,120,123.0,3.0,-3.0,4,3,0.75,1,mobile_app,0.14,4,0,0
64,47,30,26.0,-4.0,-0.0,5,3,0.6,1,mobile_app,0.34,3,0,0
48,25,60,71.0,11.0,-8.0,5,4,0.8,1,mobile_app,0.12,0,0,0
91,34,90,94.0,4.0,-0.0,2,1,0.5,1,mobile_app,0.4,4,0,0
82,28,60,55.0,-5.0,-0.0,3,2,0.667,1,paper,0.0,2,0,1
64,17,90,107.0,17.0,15.0,6,4,0.667,1,mobile_app,0.43,0,0,0
88,18,60,70.0,10.0,5.0,3,2,0.667,1,mobile_app,1.15,1,0,0
92,5,120,109.0,-11.0,26.0,6,5,0.833,1,mobile_app,0.79,0,0,0
69,26,60,59.0,-1.0,-17.0,3,2,0.667,1,mobile_app,1.31,2,0,1
33,43,120,123.0,3.0,-6.0,6,6,1.0,1,mobile_app,0.1,1,0,0
92,41,60,58.0,-2.0,-2.0,4,3,0.75,1,mobile_app,0.5,6,1,0
87,59,60,59.0,-1.0,4.0,2,1,0.5,1,paper,0.0,2,0,1
119,3,60,61.0,1.0,-1.0,3,2,0.667,1,mobile_app,0.17,2,0,0
18,45,60,54.0,-6.0,-7.0,6,5,0.833,1,mobile_app,0.32,5,1,0
51,47,120,109.0,-11.0,-1.0,3,2,0.667,1,paper,0.0,0,0,1
111,26,120,122.0,2.0,-9.0,3,2,0.667,1,mobile_app,0.24,2,0,0
62,17,120,98.0,-22.0,-13.0,2,1,0.5,1,mobile_app,0.12,1,0,1
114,22,120,110.0,-10.0,17.0,5,4,0.8,1,paper,0.0,3,0,0
2,41,90,79.0,-11.0,-2.0,6,5,0.833,1,mobile_app,0.17,5,1,0
5,51,60,53.0,-7.0,1.0,6,6,1.0,1,mobile_app,0.27,3,0,0
96,38,120,123.0,3.0,-1.0,6,3,0.5,1,paper,0.0,2,0,1
44,31,30,28.0,-2.0,-2.0,6,4,0.667,1,mobile_app,0.51,0,0,1
63,39,90,88.0,-2.0,-5.0,6,5,0.833,1,mobile_app,0.12,6,1,0
52,5,60,42.0,-18.0,-3.0,4,3,0.75,1,mobile_app,1.1,3,0,0
49,36,90,85.0,-5.0,2.0,6,4,0.667,1,mobile_app,0.39,3,0,0
113,3,60,65.0,5.0,16.0,5,3,0.6,1,mobile_app,0.24,3,0,1
12,57,60,60.0,0.0,3.0,2,1,0.5,1,mobile_app,1.31,3,0,1
93,53,30,33.0,3.0,-4.0,2,1,0.5,1,mobile_app,0.63,0,0,1
107,30,60,68.0,8.0,7.0,2,1,0.5,1,mobile_app,0.45,3,0,0
79,23,60,58.0,-2.0,4.0,3,2,0.667,1,mobile_app,0.18,2,0,0
48,44,60,50.0,-10.0,-3.0,4,2,0.5,1,mobile_app,0.03,5,1,1
20,38,60,55.0,-5.0,1.0,5,4,0.8,1,paper,0.0,2,0,0
82,42,60,59.0,-1.0,3.0,4,3,0.75,1,mobile_app,0.34,5,1,0
57,31,60,54.0,-6.0,0.0,3,2,0.667,1,mobile_app,0.92,4,0,0
18,14,90,78.0,-12.0,5.0,5,3,0.6,1,mobile_app,0.38,0,0,1
44,5,30,31.0,1.0,-10.0,6,5,0.833,1,mobile_app,0.92,6,1,0
116,17,60,87.0,27.0,18.0,3,2,0.667,1,mobile_app,0.39,2,0,1
32,32,60,56.0,-4.0,-13.0,3,2,0.667,1,mobile_app,0.19,4,0,0
22,26,60,60.0,0.0,4.0,6,5,0.833,1,mobile_app,0.57,1,0,0
82,30,60,49.0,-11.0,3.0,6,4,0.667,1,mobile_app,0.84,5,1,0
24,17,90,104.0,14.0,6.0,3,2,0.667,1,mobile_app,0.87,6,1,0
111,56,60,63.0,3.0,-2.0,4,3,0.75,1,mobile_app,0.4,0,0,0
104,22,60,68.0,8.0,10.0,4,3,0.75,1,mobile_app,0.34,5,1,0
119,50,60,66.0,6.0,-0.0,5,5,1.0,1,mobile_app,0.09,5,1,0
110,24,60,56.0,-4.0,-9.0,6,5,0.833,1,mobile_app,0.37,2,0,0
30,27,60,57.0,-3.0,-8.0,2,1,0.5,0,mobile_app,0.88,2,0,1
26,36,90,102.0,12.0,1.0,4,3,0.75,1,mobile_app,0.82,2,0,0
42,16,60,67.0,7.0,-15.0,3,2,0.667,1,paper,0.0,3,0,1
57,13,90,64.0,-26.0,18.0,5,3,0.6,1,mobile_app,0.64,2,0,1
106,23,60,64.0,4.0,9.0,4,3,0.75,1,mobile_app,1.77,6,1,0
89,48,60,57.0,-3.0,7.0,5,3,0.6,1,mobile_app,0.66,6,1,0
78,9,60,71.0,11.0,18.0,6,5,0.833,0,mobile_app,0.07,6,1,1
106,26,30,34.0,4.0,-3.0,5,4,0.8,1,mobile_app,0.14,3,0,1
78,40,60,49.0,-11.0,-5.0,6,5,0.833,1,paper,0.0,4,0,0
46,42,90,92.0,2.0,-13.0,6,5,0.833,1,mobile_app,0.21,0,0,0
50,26,90,92.0,2.0,-3.0,5,4,0.8,1,mobile_app,0.44,0,0,0
63,5,60,65.0,5.0,20.0,3,2,0.667,1,mobile_app,0.43,5,1,1
11,1,60,68.0,8.0,-10.0,3,2,0.667,1,paper,0.0,4,0,1
90,28,120,133.0,13.0,-2.0,3,2,0.667,1,mobile_app,0.59,0,0,0
79,48,30,32.0,2.0,-2.0,5,5,1.0,1,paper,0.0,4,0,0
88,2,60,60.0,0.0,4.0,6,4,0.667,1,mobile_app,0.22,4,0,1
65,53,120,124.0,4.0,4.0,3,2,0.667,1,paper,0.0,5,1,1
94,40,60,74.0,14.0,-8.0,4,3,0.75,1,paper,0.0,3,0,0
114,1,30,43.0,13.0,-16.0,4,3,0.75,1,mobile_app,0.31,5,1,0
69,21,60,62.0,2.0,13.0,5,4,0.8,1,paper,0.0,5,1,0
54,14,90,95.0,5.0,7.0,6,4,0.667,1,paper,0.0,4,0,1
13,57,60,61.0,1.0,-1.0,4,3,0.75,1,mobile_app,0.56,3,0,0
94,33,90,90.0,0.0,11.0,3,2,0.667,1,mobile_app,0.7,5,1,0
109,20,60,83.0,23.0,-12.0,3,2,0.667,1,mobile_app,0.78,1,0,0
84,17,60,52.0,-8.0,9.0,4,3,0.75,1,paper,0.0,6,1,0
104,34,60,69.0,9.0,-0.0,4,3,0.75,1,mobile_app,0.54,6,1,0
104,1,90,88.0,-2.0,7.0,2,1,0.5,1,mobile_app,0.53,3,0,1
96,16,60,43.0,-17.0,-22.0,6,5,0.833,1,mobile_app,0.11,6,1,0
61,10,90,88.0,-2.0,-3.0,6,3,0.5,1,paper,0.0,5,1,1
12,37,60,56.0,-4.0,4.0,3,2,0.667,1,mobile_app,0.38,2,0,1
1,40,30,34.0,4.0,-0.0,6,5,0.833,1,mobile_app,0.36,3,0,0
25,28,60,61.0,1.0,9.0,3,2,0.667,1,mobile_app,0.42,4,0,0
52,9,60,47.0,-13.0,13.0,4,2,0.5,1,paper,0.0,1,0,1
90,22,60,75.0,15.0,-8.0,2,1,0.5,1,paper,0.0,3,0,1
55,50,90,95.0,5.0,3.0,5,4,0.8,1,mobile_app,0.62,2,0,0
3,13,120,139.0,19.0,-10.0,4,3,0.75,1,paper,0.0,3,0,0
26,10,90,93.0,3.0,1.0,3,2,0.667,1,paper,0.0,2,0,1
118,7,60,60.0,0.0,7.0,3,2,0.667,1,mobile_app,0.4,0,0,0
119,49,60,63.0,3.0,-3.0,6,5,0.833,1,mobile_app,0.0,5,1,0
46,8,90,83.0,-7.0,8.0,5,4,0.8,1,mobile_app,1.09,3,0,0
97,35,60,61.0,1.0,-3.0,2,1,0.5,1,mobile_app,0.42,1,0,0
87,59,90,89.0,-1.0,-2.0,2,2,1.0,1,paper,0.0,1,0,0
112,38,120,110.0,-10.0,4.0,2,1,0.5,1,mobile_app,0.79,3,0,0
107,25,60,61.0,1.0,-7.0,3,2,0.667,1,mobile_app,0.52,5,1,0
76,13,120,115.0,-5.0,-9.0,5,3,0.6,0,mobile_app,0.39,1,0,1
48,1,90,87.0,-3.0,12.0,2,1,0.5,1,mobile_app,1.38,5,1,1
76,10,60,65.0,5.0,1.0,3,2,0.667,1,mobile_app,0.58,5,1,1
39,57,120,125.0,5.0,-4.0,2,2,1.0,1,mobile_app,0.19,0,0,0
42,9,30,19.0,-11.0,9.0,5,4,0.8,1,paper,0.0,0,0,0
74,2,30,25.0,-5.0,-5.0,6,4,0.667,1,mobile_app,0.37,5,1,1
69,49,60,56.0,-4.0,-5.0,4,3,0.75,1,mobile_app,0.25,3,0,0
70,25,60,52.0,-8.0,-20.0,6,5,0.833,1,mobile_app,0.28,0,0,0
47,22,60,54.0,-6.0,8.0,5,3,0.6,1,mobile_app,0.62,6,1,1
50,43,120,119.0,-1.0,-4.0,5,4,0.8,1,mobile_app,0.04,0,0,0
2,31,60,65.0,5.0,-8.0,3,2,0.667,1,mobile_app,0.9,2,0,0
73,54,60,61.0,1.0,2.0,6,5,0.833,1,paper,0.0,0,0,0
70,28,90,81.0,-9.0,6.0,5,3,0.6,1,mobile_app,0.55,6,1,1
113,43,30,38.0,8.0,-4.0,2,2,1.0,1,paper,0.0,3,0,0
61,52,90,94.0,4.0,3.0,2,1,0.5,1,mobile_app,1.02,4,0,0
57,28,60,52.0,-8.0,15.0,6,5,0.833,1,mobile_app,1.0,5,1,0
9,17,120,133.0,13.0,12.0,3,2,0.667,1,mobile_app,0.26,1,0,0
24,58,90,91.0,1.0,4.0,4,3,0.75,1,mobile_app,0.92,2,0,0
41,14,30,28.0,-2.0,3.0,5,4,0.8,1,mobile_app,0.74,4,0,0
46,3,30,35.0,5.0,-5.0,5,3,0.6,1,mobile_app,0.12,6,1,1
44,35,30,30.0,0.0,-0.0,2,1,0.5,1,mobile_app,0.37,1,0,1
48,59,120,122.0,2.0,1.0,5,4,0.8,1,mobile_app,0.3,2,0,0
93,6,90,92.0,2.0,-14.0,6,4,0.667,0,mobile_app,0.49,1,0,1
16,51,60,59.0,-1.0,-3.0,3,3,1.0,1,paper,0.0,1,0,0
40,49,60,51.0,-9.0,-5.0,4,3,0.75,1,paper,0.0,1,0,0
20,55,120,122.0,2.0,1.0,3,2,0.667,1,mobile_app,0.3,3,0,0
37,25,60,56.0,-4.0,1.0,5,4,0.8,1,mobile_app,0.35,0,0,0
83,16,90,99.0,9.0,-6.0,2,1,0.5,1,mobile_app,0.19,4,0,0
6,31,90,94.0,4.0,6.0,4,3,0.75,1,paper,0.0,1,0,0
41,9,60,56.0,-4.0,-11.0,4,3,0.75,1,paper,0.0,3,0,0
3,50,60,65.0,5.0,-3.0,5,3,0.6,1,mobile_app,0.24,1,0,0
115,40,60,61.0,1.0,4.0,4,3,0.75,1,mobile_app,0.18,3,0,0
88,29,60,61.0,1.0,7.0,6,5,0.833,1,mobile_app,1.33,1,0,1
30,31,120,119.0,-1.0,-5.0,6,5,0.833,1,mobile_app,0.06,1,0,0
24,43,90,100.0,10.0,1.0,3,1,0.333,1,mobile_app,0.31,2,0,0
12,31,90,84.0,-6.0,-5.0,2,1,0.5,1,mobile_app,0.35,4,0,0
57,50,60,59.0,-1.0,-1.0,4,3,0.75,1,mobile_app,0.39,2,0,0
91,55,60,56.0,-4.0,0.0,4,4,1.0,1,mobile_app,0.49,2,0,0
71,57,90,93.0,3.0,2.0,5,4,0.8,1,mobile_app,0.31,4,0,0
106,37,60,56.0,-4.0,2.0,4,3,0.75,0,paper,0.0,6,1,1
42,44,60,57.0,-3.0,1.0,4,3,0.75,1,mobile_app,0.05,5,1,0
34,19,60,55.0,-5.0,-10.0,2,1,0.5,1,paper,0.0,2,0,1
58,3,90,91.0,1.0,4.0,5,4,0.8,1,mobile_app,0.04,3,0,0
25,24,90,78.0,-12.0,4.0,3,2,0.667,1,mobile_app,0.41,1,0,0
118,52,60,51.0,-9.0,2.0,3,3,1.0,1,mobile_app,1.0,5,1,1
23,8,120,126.0,6.0,-8.0,4,3,0.75,1,mobile_app,0.17,6,1,0
58,33,60,44.0,-16.0,6.0,2,1,0.5,1,mobile_app,0.18,6,1,1
63,12,60,70.0,10.0,-13.0,4,3,0.75,1,mobile_app,0.59,1,0,0
7,26,60,74.0,14.0,-3.0,3,2,0.667,1,paper,0.0,5,1,1
57,9,90,88.0,-2.0,-3.0,3,2,0.667,1,mobile_app,1.24,1,0,1
55,44,60,67.0,7.0,-6.0,3,2,0.667,1,mobile_app,0.35,0,0,0
32,48,60,60.0,0.0,-1.0,2,1,0.5,1,mobile_app,0.21,5,1,0
16,45,60,69.0,9.0,1.0,6,5,0.833,1,mobile_app,0.41,2,0,0
6,42,90,87.0,-3.0,-9.0,3,2,0.667,1,paper,0.0,2,0,1
2,14,90,63.0,-27.0,-4.0,6,5,0.833,1,mobile_app,0.56,3,0,1
58,32,60,59.0,-1.0,-12.0,6,4,0.667,1,mobile_app,0.55,2,0,1
11,7,120,142.0,22.0,22.0,4,3,0.75,1,mobile_app,0.44,1,0,0
116,23,30,35.0,5.0,2.0,6,4,0.667,1,paper,0.0,3,0,1
30,30,30,26.0,-4.0,1.0,3,2,0.667,1,mobile_app,0.72,0,0,0
79,40,60,62.0,2.0,1.0,2,1,0.5,1,mobile_app,0.93,5,1,0
81,6,90,103.0,13.0,7.0,6,3,0.5,1,mobile_app,0.81,6,1,0
60,48,60,60.0,0.0,4.0,5,4,0.8,1,mobile_app,0.14,4,0,0
107,28,60,83.0,23.0,-11.0,5,4,0.8,1,mobile_app,0.08,4,0,0
14,52,60,58.0,-2.0,4.0,6,5,0.833,0,mobile_app,0.18,5,1,1
29,32,60,68.0,8.0,8.0,2,1,0.5,1,mobile_app,0.29,3,0,0
31,33,90,96.0,6.0,-0.0,2,1,0.5,1,mobile_app,0.51,6,1,1
17,41,120,116.0,-4.0,-1.0,6,5,0.833,1,mobile_app,0.2,2,0,0
36,49,60,58.0,-2.0,-12.0,2,1,0.5,1,mobile_app,0.58,4,0,1
38,10,90,103.0,13.0,-13.0,4,2,0.5,1,paper,0.0,1,0,1
92,31,60,61.0,1.0,4.0,2,1,0.5,1,paper,0.0,1,0,1
37,2,60,65.0,5.0,14.0,3,2,0.667,1,mobile_app,0.25,3,0,1
106,28,60,46.0,-14.0,5.0,2,1,0.5,1,mobile_app,0.73,5,1,1
93,48,120,123.0,3.0,-0.0,3,3,1.0,1,mobile_app,0.57,2,0,0
109,52,60,61.0,1.0,6.0,6,4,0.667,1,paper,0.0,5,1,0
13,17,90,89.0,-1.0,9.0,3,2,0.667,1,mobile_app,0.52,2,0,1
119,23,30,34.0,4.0,-3.0,6,5,0.833,1,mobile_app,0.47,3,0,0
74,33,90,87.0,-3.0,14.0,6,5,0.833,1,mobile_app,0.86,3,0,0
118,24,60,54.0,-6.0,-9.0,4,3,0.75,1,mobile_app,0.87,4,0,0
43,11,120,117.0,-3.0,-15.0,4,3,0.75,1,mobile_app,0.08,3,0,0
115,18,90,85.0,-5.0,-4.0,3,2,0.667,0,mobile_app,0.35,3,0,1
71,24,30,51.0,21.0,-6.0,5,4,0.8,1,mobile_app,0.01,0,0,0
9,31,90,97.0,7.0,-2.0,6,5,0.833,1,mobile_app,0.82,0,0,0
50,55,90,87.0,-3.0,2.0,6,4,0.667,1,paper,0.0,0,0,0
17,33,60,76.0,16.0,-0.0,2,1,0.5,1,mobile_app,0.62,5,1,0
113,23,60,56.0,-4.0,-0.0,5,4,0.8,1,paper,0.0,2,0,0
37,39,90,90.0,0.0,0.0,2,1,0.5,1,mobile_app,0.19,3,0,1
27,46,90,95.0,5.0,-10.0,4,3,0.75,1,paper,0.0,3,0,0
67,26,60,42.0,-18.0,-12.0,2,1,0.5,1,mobile_app,0.08,2,0,1
52,29,120,118.0,-2.0,-3.0,4,3,0.75,1,mobile_app,0.44,0,0,0
12,13,60,53.0,-7.0,-8.0,6,5,0.833,1,paper,0.0,3,0,0
98,52,30,31.0,1.0,-1.0,6,5,0.833,1,mobile_app,0.01,2,0,0
102,52,60,61.0,1.0,5.0,5,5,1.0,1,mobile_app,0.06,4,0,0
90,11,30,29.0,-1.0,-1.0,4,3,0.75,1,paper,0.0,4,0,0
75,21,60,59.0,-1.0,-11.0,5,3,0.6,1,mobile_app,1.61,5,1,1
49,17,60,72.0,12.0,-7.0,2,1,0.5,1,mobile_app,0.44,3,0,1
66,55,60,61.0,1.0,5.0,5,4,0.8,1,paper,0.0,6,1,0
63,4,60,61.0,1.0,17.0,5,4,0.8,1,paper,0.0,6,1,0
20,13,90,92.0,2.0,6.0,2,1,0.5,1,mobile_app,0.29,4,0,0
10,19,60,79.0,19.0,-14.0,5,3,0.6,1,paper,0.0,6,1,0
31,34,90,91.0,1.0,2.0,3,2,0.667,1,paper,0.0,6,1,0
55,15,60,54.0,-6.0,4.0,4,3,0.75,1,mobile_app,0.71,5,1,0
20,32,60,45.0,-15.0,0.0,6,5,0.833,1,mobile_app,0.21,1,0,0
13,45,60,52.0,-8.0,-3.0,3,3,1.0,1,mobile_app,0.06,4,0,0
103,49,90,88.0,-2.0,-1.0,6,4,0.667,1,mobile_app,0.52,1,0,1
45,6,60,59.0,-1.0,-7.0,4,3,0.75,1,mobile_app,0.04,2,0,0
71,9,60,53.0,-7.0,-12.0,4,3,0.75,1,paper,0.0,5,1,0
63,6,90,95.0,5.0,15.0,2,1,0.5,1,mobile_app,0.02,3,0,1
89,54,90,88.0,-2.0,3.0,2,1,0.5,1,paper,0.0,4,0,1
89,39,90,84.0,-6.0,-2.0,3,2,0.667,1,mobile_app,0.33,2,0,0
36,32,30,35.0,5.0,2.0,6,5,0.833,1,mobile_app,0.45,6,1,0
102,47,30,37.0,7.0,2.0,3,2,0.667,1,mobile_app,0.3,2,0,1
45,35,60,52.0,-8.0,14.0,3,1,0.333,1,mobile_app,0.49,4,0,1
101,14,90,93.0,3.0,8.0,6,4,0.667,1,mobile_app,0.12,5,1,1
49,31,60,44.0,-16.0,6.0,3,2,0.667,1,mobile_app,0.96,0,0,0
14,42,30,21.0,-9.0,0.0,6,4,0.667,1,paper,0.0,5,1,1
92,3,60,52.0,-8.0,-5.0,2,1,0.5,1,mobile_app,0.33,4,0,1
4,36,60,68.0,8.0,8.0,2,1,0.5,1,mobile_app,0.11,1,0,0
93,30,90,83.0,-7.0,5.0,2,1,0.5,1,mobile_app,0.99,1,0,1
6,5,30,19.0,-11.0,-9.0,2,1,0.5,1,paper,0.0,0,0,1
25,16,30,30.0,0.0,4.0,5,3,0.6,1,mobile_app,0.26,3,0,0
73,27,60,60.0,0.0,6.0,2,1,0.5,1,mobile_app,0.28,0,0,0
113,21,30,22.0,-8.0,-18.0,5,4,0.8,1,paper,0.0,4,0,0
50,18,60,81.0,21.0,-8.0,4,3,0.75,1,paper,0.0,0,0,0
15,39,30,28.0,-2.0,2.0,3,1,0.333,1,mobile_app,0.39,4,0,1
28,24,90,91.0,1.0,-15.0,2,1,0.5,1,paper,0.0,5,1,1
108,30,90,87.0,-3.0,-12.0,2,1,0.5,1,paper,0.0,2,0,1
88,48,120,122.0,2.0,-1.0,2,2,1.0,1,mobile_app,0.76,2,0,0
13,6,120,136.0,16.0,5.0,4,3,0.75,1,paper,0.0,4,0,0
47,22,60,77.0,17.0,4.0,6,5,0.833,0,mobile_app,0.99,6,1,1
32,5,30,20.0,-10.0,18.0,4,3,0.75,1,paper,0.0,6,1,1
22,55,60,64.0,4.0,0.0,5,3,0.6,1,mobile_app,0.02,4,0,1
102,11,90,97.0,7.0,-4.0,3,2,0.667,1,mobile_app,0.74,1,0,1
75,49,30,34.0,4.0,-5.0,2,1,0.5,1,paper,0.0,2,0,1
22,12,60,59.0,-1.0,-4.0,3,2,0.667,1,mobile_app,0.37,0,0,1
79,20,60,58.0,-2.0,6.0,4,3,0.75,1,paper,0.0,0,0,0
50,36,60,67.0,7.0,5.0,6,5,0.833,0,mobile_app,0.49,0,0,0
8,50,90,94.0,4.0,1.0,3,2,0.667,1,mobile_app,0.22,5,1,0
54,11,90,109.0,19.0,6.0,6,4,0.667,1,paper,0.0,3,0,1
23,13,60,62.0,2.0,13.0,5,4,0.8,1,paper,0.0,3,0,0
30,53,120,120.0,0.0,0.0,3,2,0.667,1,mobile_app,0.89,2,0,1
106,19,30,10.0,-20.0,12.0,5,4,0.8,1,paper,0.0,0,0,0
86,13,30,11.0,-19.0,-7.0,5,4,0.8,1,mobile_app,0.55,3,0,0
17,44,60,58.0,-2.0,-0.0,5,4,0.8,1,mobile_app,0.5,3,0,0
103,6,90,75.0,-15.0,-5.0,6,5,0.833,1,paper,0.0,0,0,0
69,52,60,63.0,3.0,3.0,5,4,0.8,1,paper,0.0,4,0,0
105,52,30,25.0,-5.0,-3.0,2,2,1.0,1,mobile_app,0.48,1,0,0
90,51,120,118.0,-2.0,-1.0,3,2,0.667,1,mobile_app,0.58,3,0,0
41,18,60,55.0,-5.0,-17.0,6,5,0.833,1,mobile_app,0.23,2,0,0
65,7,60,76.0,16.0,6.0,3,2,0.667,1,mobile_app,0.02,0,0,0
64,26,90,84.0,-6.0,10.0,4,3,0.75,1,paper,0.0,6,1,0
87,20,120,125.0,5.0,8.0,4,3,0.75,1,mobile_app,0.89,4,0,1
30,57,90,91.0,1.0,2.0,4,2,0.5,1,mobile_app,0.38,2,0,0
40,38,120,126.0,6.0,5.0,6,5,0.833,1,mobile_app,0.32,1,0,0
30,56,60,63.0,3.0,2.0,4,3,0.75,1,mobile_app,0.18,0,0,0
36,45,90,90.0,0.0,3.0,2,1,0.5,1,paper,0.0,5,1,1
20,43,90,80.0,-10.0,3.0,3,2,0.667,1,mobile_app,0.25,2,0,0
5,7,60,57.0,-3.0,-7.0,5,3,0.6,1,paper,0.0,1,0,1
113,5,60,60.0,0.0,-2.0,5,4,0.8,1,mobile_app,0.38,6,1,0
9,3,120,124.0,4.0,1.0,5,3,0.6,1,mobile_app,0.43,6,1,1
107,36,30,25.0,-5.0,-2.0,5,3,0.6,0,paper,0.0,2,0,1
1,12,60,74.0,14.0,-16.0,3,2,0.667,1,mobile_app,0.26,4,0,1
94,59,120,120.0,0.0,-4.0,2,1,0.5,1,mobile_app,0.12,5,1,0
40,8,120,108.0,-12.0,2.0,6,5,0.833,0,mobile_app,0.47,4,0,1
63,56,120,118.0,-2.0,3.0,4,3,0.75,1,mobile_app,0.13,1,0,0
34,40,120,132.0,12.0,0.0,5,4,0.8,1,paper,0.0,5,1,0
59,7,30,39.0,9.0,30.0,6,4,0.667,1,mobile_app,0.3,0,0,1
55,4,120,134.0,14.0,-10.0,2,1,0.5,1,mobile_app,0.51,3,0,0
64,24,60,50.0,-10.0,4.0,6,5,0.833,1,mobile_app,0.92,3,0,0
48,20,90,83.0,-7.0,11.0,3,2,0.667,1,mobile_app,0.44,4,0,0
65,19,60,53.0,-7.0,9.0,5,4,0.8,1,mobile_app,1.04,4,0,0
100,32,90,91.0,1.0,4.0,3,2,0.667,1,mobile_app,0.35,0,0,0
53,8,60,58.0,-2.0,11.0,2,1,0.5,1,paper,0.0,5,1,1
44,8,90,84.0,-6.0,1.0,6,5,0.833,1,mobile_app,0.8,2,0,0
16,41,60,58.0,-2.0,9.0,3,2,0.667,1,mobile_app,0.81,1,0,0
44,59,60,57.0,-3.0,4.0,2,1,0.5,1,mobile_app,0.18,3,0,0
16,17,60,58.0,-2.0,-8.0,2,1,0.5,1,mobile_app,0.27,6,1,0
22,55,30,34.0,4.0,1.0,6,4,0.667,1,mobile_app,0.08,5,1,1
115,21,90,75.0,-15.0,-13.0,6,3,0.5,1,mobile_app,1.51,3,0,1
11,20,60,64.0,4.0,13.0,5,4,0.8,1,mobile_app,0.26,4,0,0
58,6,60,78.0,18.0,2.0,5,3,0.6,1,mobile_app,0.09,3,0,1
101,25,30,28.0,-2.0,11.0,5,4,0.8,1,paper,0.0,4,0,0
115,30,60,56.0,-4.0,-1.0,6,4,0.667,1,mobile_app,0.81,6,1,0
18,40,90,96.0,6.0,-10.0,2,1,0.5,1,mobile_app,0.42,0,0,1
20,10,60,48.0,-12.0,27.0,2,1,0.5,1,mobile_app,0.51,2,0,1
45,12,60,60.0,0.0,1.0,5,4,0.8,1,paper,0.0,3,0,0
67,26,60,50.0,-10.0,-8.0,6,5,0.833,1,mobile_app,0.88,5,1,0
116,5,60,35.0,-25.0,13.0,4,2,0.5,1,mobile_app,0.03,0,0,1
25,9,90,88.0,-2.0,21.0,6,4,0.667,1,mobile_app,0.91,3,0,1
20,38,60,51.0,-9.0,-1.0,4,3,0.75,1,mobile_app,0.12,5,1,0
31,57,60,60.0,0.0,-0.0,5,4,0.8,1,mobile_app,0.5,0,0,0
105,34,90,98.0,8.0,2.0,4,3,0.75,1,paper,0.0,1,0,0
4,9,60,83.0,23.0,-12.0,6,4,0.667,1,mobile_app,0.23,0,0,0
46,59,60,60.0,0.0,-2.0,5,5,1.0,1,paper,0.0,5,1,0
15,31,60,68.0,8.0,12.0,4,3,0.75,1,paper,0.0,6,1,0
19,43,120,122.0,2.0,-1.0,3,2,0.667,1,paper,0.0,3,0,0
111,12,60,55.0,-5.0,-8.0,3,2,0.667,1,mobile_app,0.75,6,1,1
1,35,60,46.0,-14.0,-3.0,2,1,0.5,1,mobile_app,1.18,4,0,0
39,5,120,142.0,22.0,12.0,2,1,0.5,1,paper,0.0,6,1,1
110,37,90,83.0,-7.0,-12.0,4,3,0.75,1,mobile_app,0.17,0,0,0
73,12,90,107.0,17.0,3.0,2,1,0.5,1,paper,0.0,4,0,0
9,54,120,122.0,2.0,7.0,4,3,0.75,1,mobile_app,0.45,5,1,0
56,4,30,17.0,-13.0,23.0,2,1,0.5,1,paper,0.0,4,0,1
117,39,90,92.0,2.0,3.0,2,1,0.5,1,mobile_app,0.04,3,0,1
49,9,90,117.0,27.0,14.0,5,3,0.6,1,mobile_app,0.4,1,0,1
64,41,60,70.0,10.0,7.0,2,1,0.5,1,mobile_app,0.11,1,0,0
64,30,60,56.0,-4.0,-1.0,3,2,0.667,1,mobile_app,0.85,4,0,1
80,58,30,27.0,-3.0,3.0,2,1,0.5,1,mobile_app,0.4,4,0,1
23,39,120,121.0,1.0,10.0,2,1,0.5,1,mobile_app,0.27,3,0,1
